idnumber,City_ Location,day,Sex,Age,Time,Day_of_week,Educational_level,Vehicle_driver_relation,Driving_experience,Type_of_vehicle,Owner_of_vehicle,Service_year_of_vehicle,Lanes_or_Medians,Road_allignment,Road_surface_type,Vehicle_movement,Label,results
wft1h1d0,New Delhi,06-01-20,M,59,18:04:00,Saturday,Elementary school,Employee,5-10yr,Lorry (11?40Q),Owner,5-10yrs,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Moving Backward,1,1
qljr2f7j,New Delhi,07-01-20,M,48,11:50:00,Sunday,Junior high school,,5-10yr,Motorcycle,Governmental,,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Going straight,1,1
lqz1v54q,Bangalore,08-01-20,M,69,14:31:00,Saturday,Junior high school,Employee,5-10yr,Lorry (41?100Q),Owner,5-10yrs,Undivided Two way,Tangent road with flat terrain,Asphalt roads,Other,1,1
kv17f53a,Hyderabad,09-01-20,M,36,1:00:00,Saturday,Elementary school,Employee,Above 10yr,Stationwagen,Owner,Above 10yr,Undivided Two way,Tangent road with flat terrain,Asphalt roads,Moving Backward,0,0
jyolixoi,Mumbai,10-01-20,M,53,1:00:00,Saturday,Junior high school,,Below 1yr,Automobile,Owner,1-2yr,other,Steep grade downward with mountainous terrain,Asphalt roads,Going straight,1,1
e7m2drf8,Hyderabad/USA,11-01-20,M,43,5:55:00,Friday,Junior high school,Employee,5-10yr,Other,Owner,2-5yrs,One way,Steep grade downward with mountainous terrain,Asphalt roads,Going straight,1,1
z6e7sie1,Noida,12-01-20,M,56,5:55:00,Friday,Elementary school,Employee,1-2yr,Other,Owner,,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Moving Backward,1,1
vae9qpt7,Mumbai,13-01-20,M,58,17:40:00,Friday,,,,Taxi,Owner,,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Going straight,0,0
cwascc3c,Gurgaon,14-01-20,M,55,17:40:00,Friday,Junior high school,Employee,Above 10yr,Automobile,Organization,2-5yrs,Undivided Two way,Tangent road with flat terrain,Asphalt roads,Getting off,1,1
fgigzfed,Bangalore,15-01-20,M,67,15:10:00,Tuesday,High school,Owner,2-5yr,Long lorry,Owner,,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Going straight,1,1
ak11ruh2,Goa,16-01-20,M,46,15:10:00,Tuesday,Junior high school,Employee,1-2yr,Long lorry,Governmental,,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Going straight,0,0
iideoha1,Mumbai,17-01-20,M,53,15:10:00,Tuesday,Junior high school,Employee,1-2yr,Lorry (41?100Q),Owner,,One way,Tangent road with flat terrain,Asphalt roads,Moving Backward,1,1
q9wvy1t0,Bangalore,18-01-20,M,38,18:05:00,Wednesday,Above high school,Owner,2-5yr,Lorry (41?100Q),Governmental,Below 1yr,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Going straight,1,1
h3flp86l,Bangalore,19-01-20,M,53,18:05:00,Wednesday,Junior high school,Employee,Above 10yr,Lorry (11?40Q),Owner,Unknown,One way,Tangent road with flat terrain,Asphalt roads,Going straight,1,1
0am2kwkc,Bangalore,20-01-20,M,62,11:00:00,Wednesday,Elementary school,Owner,2-5yr,Automobile,Owner,Unknown,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Going straight,0,0
6m3l5lvg,New Delhi,21-01-20,M,47,18:30:00,Sunday,Junior high school,Employee,5-10yr,Taxi,Owner,Unknown,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Going straight,0,0
gf9c8vf3,Boston,22-01-20,M,56,13:50:00,Thursday,Junior high school,Employee,Below 1yr,Other,Owner,2-5yrs,Undivided Two way,Steep grade downward with mountainous terrain,Asphalt roads,Going straight,1,1
mmqlwsye,Mumbai,23-01-20,M,56,9:30:00,Tuesday,Junior high school,Employee,5-10yr,Automobile,,,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Moving Backward,0,0
7pdrsh80,Singapore,24-01-20,M,56,9:30:00,Tuesday,High school,Employee,Above 10yr,Automobile,,,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Going straight,0,0
h9pakobb,Bangalore / Palo Alto,25-01-20,M,64,18:15:00,Wednesday,Junior high school,Employee,5-10yr,Automobile,Owner,1-2yr,Undivided Two way,Tangent road with flat terrain,Asphalt roads,Going straight,1,1
zfuglf2e,Bangalore,26-01-20,M,61,16:20:00,Saturday,Elementary school,Employee,1-2yr,Automobile,Owner,Above 10yr,Two-way (divided with broken lines road marking),Tangent road with mountainous terrain and,Asphalt roads,Moving Backward,1,1
yzjppt8m,Bangalore,27-01-20,M,68,16:20:00,Saturday,Junior high school,Employee,,Public (> 45 seats),Owner,Above 10yr,Two-way (divided with broken lines road marking),Steep grade downward with mountainous terrain,Asphalt roads,Moving Backward,1,1
pv986wqj,Mumbai,28-01-20,M,57,10:30:00,Tuesday,Above high school,Employee,1-2yr,Lorry (11?40Q),Owner,,other,Tangent road with mountainous terrain and,Asphalt roads,Going straight,1,1
uo1sr0bk,New Delhi,29-01-20,M,63,15:30:00,Tuesday,Junior high school,Employee,Above 10yr,Lorry (41?100Q),Owner,Above 10yr,Two-way (divided with broken lines road marking),Steep grade downward with mountainous terrain,Asphalt roads,Going straight,0,0
vrrfxl98,Gurgaon,30-01-20,M,60,15:30:00,Tuesday,Junior high school,Employee,1-2yr,Lorry (41?100Q),,,other,Tangent road with mountainous terrain and,Asphalt roads,Going straight,0,0
197b4ijl,Bangalore,31-01-20,M,66,15:30:00,Tuesday,Junior high school,Employee,5-10yr,Stationwagen,Governmental,,Undivided Two way,Tangent road with flat terrain,Asphalt roads,Going straight,1,1
lb68547c,Bangalore,01-02-20,M,63,15:30:00,Tuesday,Junior high school,Employee,2-5yr,Other,Owner,1-2yr,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Going straight,0,0
sur4n3x6,Coimbatore,02-02-20,M,59,16:05:00,Sunday,,,,Automobile,Owner,Below 1yr,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Going straight,1,1
ybusrlo9,New Delhi,03-02-20,M,61,19:38:00,Thursday,Junior high school,Employee,2-5yr,Pick up upto 10Q,Owner,,other,Tangent road with mountainous terrain and,Asphalt roads,Going straight,0,0
9at44dtj,Bangalore,04-02-20,M,73,21:45:00,Friday,Junior high school,Employee,2-5yr,Motorcycle,Owner,Unknown,other,Tangent road with flat terrain,Asphalt roads,Going straight,1,1
xlx1wqbp,Mumbai / NY,05-02-20,M,47,18:50:00,Friday,Junior high school,Employee,Above 10yr,Automobile,Owner,Unknown,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Going straight,0,0
i037qr1z,New Delhi,06-02-20,M,65,18:50:00,Friday,Junior high school,Employee,1-2yr,Pick up upto 10Q,Owner,Unknown,Undivided Two way,Tangent road with flat terrain,Asphalt roads,Going straight,1,1
7vg7dpfe,Gurgaon,07-02-20,M,70,18:15:00,Thursday,Above high school,Owner,1-2yr,Motorcycle,Owner,Unknown,Undivided Two way,Tangent road with flat terrain,Asphalt roads,Other,0,0
sqwg38wc,Mumbai,08-02-20,M,50,18:15:00,Thursday,Above high school,Employee,No Licence,Stationwagen,Owner,Unknown,Undivided Two way,Tangent road with flat terrain,Asphalt roads,Going straight,1,1
eqkv0nv6,Bangalore,09-02-20,M,60,8:25:00,Thursday,Junior high school,Employee,1-2yr,Lorry (41?100Q),Owner,Unknown,Undivided Two way,Tangent road with flat terrain,Asphalt roads,Reversing,1,1
crbdcfqy,New Delhi,10-02-20,M,50,21:05:00,Tuesday,Junior high school,Employee,5-10yr,Taxi,Owner,Unknown,Undivided Two way,Tangent road with flat terrain,Asphalt roads,Going straight,1,1
h29lujpi,Gurgaon,11-02-20,F,43,21:05:00,Tuesday,Junior high school,Employee,Above 10yr,Automobile,Owner,Unknown,Undivided Two way,Tangent road with flat terrain,Asphalt roads,Reversing,0,0
d2wu8996,Hyderabad,12-02-20,M,38,19:00:00,Thursday,Junior high school,Employee,Above 10yr,Long lorry,Owner,Unknown,,Tangent road with flat terrain,Asphalt roads,Going straight,1,1
ycnq3jfo,Gurgaon,13-02-20,F,54,7:10:00,Friday,Junior high school,Owner,5-10yr,Automobile,Owner,Unknown,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Reversing,0,0
dim6s0sl,Mumbai,14-02-20,M,61,7:10:00,Friday,Elementary school,Employee,2-5yr,Public (12 seats),Owner,Unknown,Undivided Two way,Tangent road with flat terrain,Asphalt roads,,1,1
g1tfys0u,Gurgaon,15-02-20,M,42,19:40:00,Monday,Junior high school,Employee,2-5yr,Lorry (11?40Q),Owner,Unknown,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Going straight,1,1
u0p95reo,Goa,16-02-20,M,53,19:52:00,Sunday,Junior high school,Employee,Below 1yr,Pick up upto 10Q,Owner,2-5yrs,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Reversing,0,0
8iw8vcij,Mumbai,17-02-20,M,55,19:52:00,Sunday,Junior high school,Employee,2-5yr,Lorry (41?100Q),Owner,2-5yrs,One way,Tangent road with flat terrain,Asphalt roads,Other,0,0
vdsrdxrn,Bangalore,18-02-20,M,61,15:25:00,Tuesday,Junior high school,Employee,2-5yr,Other,Owner,2-5yrs,Undivided Two way,Tangent road with mild grade and flat terrain,Asphalt roads,Going straight,1,1
erjm73e1,Bangalore,19-02-20,M,51,15:00:00,Thursday,Elementary school,Employee,5-10yr,Automobile,Owner,2-5yrs,Undivided Two way,Tangent road with mild grade and flat terrain,Asphalt roads,Going straight,0,0
txex904n,Gurgaon,20-02-20,M,70,15:00:00,Thursday,Junior high school,Employee,Above 10yr,Long lorry,Owner,2-5yrs,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Going straight,0,0
vmh7qv3t,Mumbai,21-02-20,M,61,12:00:00,Saturday,,,,Lorry (11?40Q),Owner,,One way,Tangent road with flat terrain,Asphalt roads,Moving Backward,1,1
3p6jrazx,Gurgaon,22-02-20,M,38,9:00:00,Monday,Junior high school,Employee,2-5yr,Long lorry,Owner,,Undivided Two way,Tangent road with flat terrain,Asphalt roads,Going straight,1,1
xt62ykns,Bangalore,23-02-20,M,57,9:00:00,Monday,Junior high school,Employee,5-10yr,Automobile,Owner,2-5yrs,One way,Tangent road with flat terrain,Asphalt roads,Going straight,1,1
cpknmx8o,Bangalore,24-02-20,M,38,17:22:00,Saturday,Above high school,Employee,2-5yr,Taxi,Owner,5-10yrs,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Going straight,1,1
iyhfk6i5,Bangalore,25-02-20,M,62,17:22:00,Saturday,,,,Taxi,Owner,,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Going straight,0,0
hl325lk1,Bangalore,26-02-20,M,58,14:20:00,Monday,,Employee,1-2yr,Long lorry,Owner,,Undivided Two way,Tangent road with flat terrain,Asphalt roads,Other,1,1
g8a135c9,Gurgaon,27-02-20,M,52,14:20:00,Monday,Junior high school,Employee,2-5yr,Lorry (11?40Q),Owner,,Two-way (divided with solid lines road marking),Tangent road with flat terrain,Asphalt roads,,0,0
erjlubqq,Bangalore,28-02-20,M,61,13:40:00,Friday,Junior high school,Employee,Above 10yr,Lorry (11?40Q),Owner,Unknown,Undivided Two way,Tangent road with flat terrain,Asphalt roads,Going straight,1,1
v5bws8o5,Gurgaon,01-03-20,M,50,13:40:00,Friday,Junior high school,Employee,Below 1yr,Long lorry,Owner,Unknown,One way,Tangent road with flat terrain,Asphalt roads,Turnover,0,0
yn96391t,Mumbai,02-03-20,M,51,17:40:00,Thursday,Junior high school,Employee,2-5yr,Turbo,Owner,Unknown,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Going straight,0,0
kkhhvby9,Noida,03-03-20,M,65,17:40:00,Thursday,Junior high school,Employee,Below 1yr,Long lorry,Owner,Unknown,Undivided Two way,Tangent road with flat terrain,Asphalt roads,Moving Backward,0,0
40yk9i9e,Mumbai,04-03-20,M,52,17:40:00,Thursday,High school,Employee,5-10yr,Long lorry,Owner,Unknown,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Moving Backward,0,0
658bee4v,Mumbai,05-03-20,M,47,11:40:00,Tuesday,Above high school,Employee,1-2yr,Public (13?45 seats),Owner,Unknown,One way,Tangent road with flat terrain,Asphalt roads,Going straight,0,0
tjrbpong,Vadodara,06-03-20,M,35,11:40:00,Tuesday,Junior high school,Employee,Below 1yr,Automobile,Owner,Unknown,Undivided Two way,Tangent road with flat terrain,Asphalt roads,Other,1,1
0l3w2epc,Mumbai,07-03-20,M,57,11:40:00,Tuesday,,,,Automobile,Owner,,One way,Tangent road with flat terrain,,Going straight,1,1
cxane8dv,Mumbai,08-03-20,M,62,8:20:00,Tuesday,High school,Employee,Below 1yr,Pick up upto 10Q,Owner,,Undivided Two way,Tangent road with flat terrain,Asphalt roads,Going straight,1,1
mssid3vo,New Delhi,09-03-20,M,59,8:20:00,Tuesday,High school,Employee,Below 1yr,,Owner,Unknown,Undivided Two way,Tangent road with flat terrain,Asphalt roads,Going straight,1,1
ve1d4mjn,USA/India,10-03-20,M,53,9:30:00,Tuesday,,,,Stationwagen,Owner,Unknown,Undivided Two way,Tangent road with flat terrain,Asphalt roads,Going straight,1,1
7795vjaj,Mumbai,11-03-20,M,62,9:30:00,Tuesday,High school,Employee,2-5yr,,Owner,2-5yrs,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Going straight,0,0
xgdzi1q2,New Delhi,12-03-20,M,54,14:45:00,Wednesday,Junior high school,Employee,Above 10yr,Automobile,Owner,,Undivided Two way,Tangent road with flat terrain,Asphalt roads,Going straight,1,1
ze6leikn,Gwalior,13-03-20,M,56,14:45:00,Wednesday,Junior high school,Employee,Above 10yr,Automobile,Owner,Unknown,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Going straight,1,1
mttc7pba,Mumbai,14-03-20,M,56,18:45:00,Thursday,Junior high school,Employee,5-10yr,Long lorry,Owner,Above 10yr,Undivided Two way,Tangent road with flat terrain,Asphalt roads,Going straight,1,1
phljavw7,Goa,15-03-20,M,54,18:45:00,Thursday,Junior high school,Employee,1-2yr,Public (13?45 seats),Owner,Unknown,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Other,1,1
tqarzbhn,New Delhi,16-03-20,M,66,7:35:00,Monday,Unknown,Employee,Below 1yr,Public (13?45 seats),Organization,Unknown,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Going straight,1,1
8ajm0bsj,Gurgaon,17-03-20,M,63,7:35:00,Monday,Junior high school,Employee,Below 1yr,Lorry (11?40Q),Owner,1-2yr,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Overtaking,1,1
sw5baoxj,Gurgaon,18-03-20,M,44,7:35:00,Monday,High school,Employee,2-5yr,Lorry (11?40Q),Owner,Above 10yr,Undivided Two way,Tangent road with flat terrain,Asphalt roads,Going straight,1,1
l2ib4dmv,New Delhi,19-03-20,M,60,15:10:00,Wednesday,Junior high school,Owner,1-2yr,Pick up upto 10Q,Owner,5-10yrs,Undivided Two way,Steep grade downward with mountainous terrain,Asphalt roads,Going straight,0,0
wbrzoyvr,Pune,20-03-20,M,55,10:40:00,Friday,Junior high school,Employee,5-10yr,Automobile,Owner,5-10yrs,Undivided Two way,Tangent road with flat terrain,Asphalt roads,Going straight,1,1
ha57yx98,Pune,21-03-20,M,66,10:40:00,Friday,Elementary school,Employee,2-5yr,Automobile,Owner,Unknown,other,Tangent road with flat terrain,Asphalt roads,U-Turn,1,1
nk15r754,Noida,22-03-20,M,66,17:20:00,Tuesday,Elementary school,Owner,5-10yr,Automobile,Owner,5-10yrs,Undivided Two way,Tangent road with flat terrain,Asphalt roads,Going straight,1,1
cd3blnpp,Gurgaon,23-03-20,M,65,17:20:00,Tuesday,Junior high school,Employee,Above 10yr,Long lorry,Owner,Unknown,Two-way (divided with solid lines road marking),Tangent road with flat terrain,Asphalt roads,Going straight,0,0
fhxnz21k,Hyderabad,24-03-20,M,60,19:00:00,Thursday,Junior high school,Employee,5-10yr,Long lorry,Owner,Unknown,Two-way (divided with solid lines road marking),Tangent road with flat terrain,Asphalt roads,Going straight,1,1
c2vsh7bz,Bangalore,25-03-20,M,60,19:00:00,Thursday,High school,Employee,5-10yr,Automobile,Governmental,,Two-way (divided with solid lines road marking),Tangent road with flat terrain,Asphalt roads,Going straight,1,1
hch2430f,Mumbai,26-03-20,M,60,6:20:00,Friday,Junior high school,Employee,5-10yr,Stationwagen,Owner,Unknown,Two-way (divided with solid lines road marking),Tangent road with flat terrain,Asphalt roads,Turnover,1,1
6x39kaym,Bangalore/ Bangkok,27-03-20,M,56,6:20:00,Friday,Junior high school,Employee,Above 10yr,,Owner,Unknown,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Going straight,1,1
pqs36llb,Mumbai,28-03-20,M,59,2:30:00,Sunday,Junior high school,,1-2yr,Other,Owner,Above 10yr,Undivided Two way,Tangent road with flat terrain,Asphalt roads,Going straight,1,1
acnakhk8,Mumbai,29-03-20,M,62,2:30:00,Sunday,Junior high school,Employee,2-5yr,Special vehicle,Governmental,5-10yrs,Undivided Two way,Tangent road with flat terrain,Asphalt roads,Moving Backward,1,1
ap0uumwi,Mumbai,30-03-20,M,63,8:35:00,Saturday,Junior high school,Employee,1-2yr,Lorry (41?100Q),Owner,5-10yrs,other,Tangent road with flat terrain,Asphalt roads,Going straight,1,1
5y9kfyk9,Vadodara,31-03-20,M,57,8:35:00,Saturday,,,,Pick up upto 10Q,Owner,Above 10yr,Undivided Two way,Tangent road with flat terrain,Asphalt roads,Moving Backward,1,1
19hy045v,Bangalore,01-04-20,M,62,7:00:00,Thursday,Elementary school,Employee,5-10yr,Lorry (11?40Q),,1-2yr,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Going straight,1,1
zpfriqdk,Goa/Hyderabad,02-04-20,M,63,10:20:00,Thursday,Junior high school,Employee,5-10yr,Lorry (41?100Q),Owner,Above 10yr,Undivided Two way,Tangent road with flat terrain,Asphalt roads,Going straight,1,1
4oa9s9w5,Gurgaon,03-04-20,M,46,10:20:00,Thursday,Junior high school,Employee,Above 10yr,Motorcycle,Owner,Above 10yr,Undivided Two way,Tangent road with flat terrain,Asphalt roads,Going straight,0,0
boow9tsk,Mumbai,04-04-20,M,63,10:20:00,Thursday,Junior high school,Employee,2-5yr,Automobile,Owner,Above 10yr,One way,Steep grade downward with mountainous terrain,Asphalt roads,Going straight,0,0
c1xx1uvd,Hyderabad,05-04-20,M,60,18:18:00,Saturday,Junior high school,Owner,Above 10yr,Automobile,Owner,Above 10yr,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Gravel roads,U-Turn,0,0
vifol40i,Bangalore,06-04-20,M,58,18:18:00,Saturday,Junior high school,Employee,2-5yr,Automobile,Owner,5-10yrs,Undivided Two way,Tangent road with flat terrain,Asphalt roads,Going straight,1,1
p39caig9,Gurgaon,07-04-20,M,64,18:18:00,Saturday,Elementary school,Other,5-10yr,Stationwagen,Owner,,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Asphalt roads,Going straight,1,1
7gbk0mc7,Bangalore,08-04-20,M,63,18:18:00,Saturday,Elementary school,Employee,5-10yr,,Owner,1-2yr,other,Tangent road with flat terrain,Asphalt roads,Going straight,0,0
7k6k7v8n,Hyderabad,09-04-20,M,74,8:40:00,Wednesday,Junior high school,,5-10yr,Public (> 45 seats),Owner,5-10yrs,Undivided Two way,Tangent road with flat terrain,Asphalt roads,Going straight,0,0
